Crop,temperature,Soil_Moisture,Area_in_hectares,Production_in_tons,Crop_Type,N,P,K,pH,rainfall,Yield_ton_per_hec
maize,30.61666667,54,2600.0,800.0,kharif,80,40,20,5.68,790.98,0.307692308
moong,30.61666667,54,2200.0,700.0,kharif,20,40,20,5.46,790.98,0.318181818
sesamum,30.61666667,54,14600.0,7700.0,kharif,30,15,30,6.56,790.98,0.52739726
moong,30.61666667,54,2900.0,1000.0,kharif,20,40,20,5.32,790.98,0.344827586
sesamum,30.61666667,54,3000.0,600.0,kharif,30,15,30,6.32,790.98,0.2
jowar,27.276,54,2800.0,5300.0,rabi,80,40,40,5.38,15.34,1.892857143
moong,30.61666667,54,1100.0,400.0,kharif,20,40,20,5.68,790.98,0.363636364
sesamum,30.61666667,54,4400.0,400.0,kharif,30,15,30,6.68,790.98,0.090909091
rapeseed,27.276,54,3200.0,4000.0,rabi,50,40,20,4.9,15.34,1.25
moong,30.61666667,54,16400.0,3200.0,kharif,20,40,20,5.6,790.98,0.195121951
sesamum,30.61666667,54,14800.0,2300.0,kharif,30,15,30,6.42,790.98,0.155405405
jowar,30.61666667,54,4000.0,4600.0,kharif,80,40,40,5.48,790.98,1.15
maize,30.61666667,54,5700.0,5700.0,kharif,80,40,20,5.32,790.98,1.0
rice,30.61666667,54,13000.0,9700.0,kharif,80,40,40,5.42,790.98,0.746153846
jowar,27.276,54,1800.0,1500.0,rabi,80,40,40,5.34,15.34,0.833333333
wheat,27.276,54,1900.0,5500.0,rabi,60,30,30,6.11,15.34,2.894736842
jowar,30.61666667,54,1100.0,1400.0,kharif,80,40,40,5.6,790.98,1.272727273
ragi,30.61666667,54,300.0,300.0,kharif,50,40,20,5.68,790.98,1.0
jowar,30.61666667,54,1400.0,1600.0,kharif,80,40,40,5.34,790.98,1.142857143
ragi,30.61666667,54,400.0,400.0,kharif,50,40,20,5.6,790.98,1.0
sesamum,30.61666667,54,1400.0,300.0,kharif,30,15,30,6.36,790.98,0.214285714
jowar,30.61666667,54,3300.0,3700.0,kharif,80,40,40,5.32,790.98,1.121212121
moong,30.61666667,54,17400.0,4000.0,kharif,20,40,20,5.34,790.98,0.229885057
sesamum,30.61666667,54,6500.0,1300.0,kharif,30,15,30,6.54,790.98,0.2
jowar,30.61666667,54,600.0,700.0,kharif,80,40,40,5.32,790.98,1.166666667
moong,30.61666667,54,800.0,300.0,kharif,20,40,20,5.54,790.98,0.375
jowar,27.276,54,5100.0,4600.0,rabi,80,40,40,5.6,15.34,0.901960784
jowar,30.61666667,54,700.0,400.0,kharif,80,40,40,5.54,790.98,0.571428571
maize,30.61666667,54,800.0,200.0,kharif,80,40,20,5.62,790.98,0.25
moong,30.61666667,54,3400.0,1300.0,kharif,20,40,20,5.4,790.98,0.382352941
moong,30.61666667,54,6100.0,1200.0,kharif,20,40,20,5.34,790.98,0.196721311
sesamum,30.61666667,54,6200.0,300.0,kharif,30,15,30,6.36,790.98,0.048387097
maize,30.61666667,54,2000.0,600.0,kharif,80,40,20,5.58,790.98,0.3
jowar,27.276,54,6600.0,7200.0,rabi,80,40,40,5.42,15.34,1.090909091
jowar,30.61666667,54,7500.0,8400.0,kharif,80,40,40,5.44,790.98,1.12
moong,30.61666667,54,5000.0,1700.0,kharif,20,40,20,5.48,790.98,0.34
rice,30.61666667,54,500.0,900.0,kharif,80,40,40,5.68,790.98,1.8
jowar,30.61666667,54,5300.0,8200.0,kharif,80,40,40,5.42,790.98,1.547169811
moong,30.61666667,54,1700.0,600.0,kharif,20,40,20,5.36,790.98,0.352941176
sesamum,30.61666667,54,1700.0,300.0,kharif,30,15,30,6.32,790.98,0.176470588
jowar,27.276,54,5000.0,4300.0,rabi,80,40,40,5.46,15.34,0.86
moong,30.61666667,54,100.0,100.0,kharif,20,40,20,5.68,790.98,1.0
ragi,30.61666667,54,9400.0,7900.0,kharif,50,40,20,5.68,790.98,0.840425532
wheat,27.276,54,600.0,1800.0,rabi,60,30,30,6.3,15.34,3.0
rice,33.76333333,54,1800.0,5100.0,summer,80,40,40,5.6,3.94,2.833333333
maize,35.34666667,54,2500.0,7000.0,kharif,80,40,20,5.68,331.88,2.8
rapeseed,21.704,54,1909.0,3000.0,rabi,50,40,20,4.9,41.3,1.571503405
sunflower,21.704,54,1602.0,2700.0,rabi,50,60,30,5.54,41.3,1.685393258
jowar,35.34666667,54,2700.0,1000.0,kharif,80,40,40,5.46,331.88,0.37037037
moong,35.34666667,54,6324.0,2800.0,kharif,20,40,20,5.42,331.88,0.442757748
sesamum,35.34666667,54,648.0,200.0,kharif,30,15,30,6.46,331.88,0.308641975
horsegram,35.34666667,54,1528.0,400.0,kharif,20,60,20,6.02,331.88,0.261780105
jowar,35.34666667,54,8967.0,3000.0,kharif,80,40,40,5.56,331.88,0.334560054
moong,35.34666667,54,203.0,100.0,kharif,20,40,20,5.46,331.88,0.492610837
barley,21.704,54,1699.0,7000.0,rabi,70,40,45,5.48,41.3,4.12007063
rapeseed,21.704,54,4220.0,6000.0,rabi,50,40,20,5.18,41.3,1.421800948
moong,35.34666667,54,962.0,500.0,kharif,20,40,20,5.62,331.88,0.51975052
sesamum,35.34666667,54,139.0,100.0,kharif,30,15,30,6.36,331.88,0.71942446
jowar,35.34666667,54,1500.0,1000.0,kharif,80,40,40,5.6,331.88,0.666666667
rice,35.34666667,54,2322.0,6000.0,kharif,80,40,40,5.6,331.88,2.583979328
sesamum,35.34666667,54,471.0,100.0,kharif,30,15,30,6.34,331.88,0.212314225
barley,21.704,54,1898.0,5000.0,rabi,70,40,45,5.48,41.3,2.634351949
horsegram,35.34666667,54,125.0,100.0,kharif,20,60,20,5.9,331.88,0.8
moong,35.34666667,54,10704.0,4500.0,kharif,20,40,20,5.5,331.88,0.420403587
sesamum,35.34666667,54,439.0,200.0,kharif,30,15,30,6.32,331.88,0.455580866
cotton,35.34666667,54,1736.0,5000.0,kharif,120,40,20,5.4,331.88,2.880184332
barley,21.704,54,2612.0,9000.0,rabi,70,40,45,5.46,41.3,3.445635528
moong,35.34666667,54,74.0,100.0,kharif,20,40,20,5.4,331.88,1.351351351
sesamum,35.34666667,54,267.0,100.0,kharif,30,15,30,6.44,331.88,0.374531835
barley,21.704,54,1088.0,2000.0,rabi,70,40,45,5.6,41.3,1.838235294
rapeseed,21.704,54,5856.0,7000.0,rabi,50,40,20,4.96,41.3,1.195355191
cotton,35.34666667,54,3122.0,8000.0,kharif,120,40,20,5.5,331.88,2.562459962
moong,35.34666667,54,72.0,100.0,kharif,20,40,20,5.56,331.88,1.388888889
sesamum,35.34666667,54,161.0,100.0,kharif,30,15,30,6.46,331.88,0.621118012
rapeseed,21.704,54,752.0,1100.0,rabi,50,40,20,5.06,41.3,1.462765957
rapeseed,21.704,54,672.0,1000.0,rabi,50,40,20,5.1,41.3,1.488095238
moong,35.34666667,54,266.0,100.0,kharif,20,40,20,5.32,331.88,0.37593985
rapeseed,21.704,54,885.0,1000.0,rabi,50,40,20,4.9,41.3,1.129943503
sunflower,21.704,54,3114.0,5900.0,rabi,50,60,30,5.36,41.3,1.894669236
cotton,35.34666667,54,4076.0,8000.0,kharif,120,40,20,5.54,331.88,1.962708538
jowar,35.34666667,54,12827.0,4000.0,kharif,80,40,40,5.42,331.88,0.311842208
sesamum,35.34666667,54,284.0,100.0,kharif,30,15,30,6.68,331.88,0.352112676
barley,21.704,54,1542.0,5000.0,rabi,70,40,45,5.6,41.3,3.242542153
horsegram,35.34666667,54,317.0,100.0,kharif,20,60,20,5.96,331.88,0.315457413
sunflower,21.704,54,1756.0,2700.0,rabi,50,60,30,5.6,41.3,1.537585421
rapeseed,21.704,54,1016.0,1000.0,rabi,50,40,20,4.94,41.3,0.984251969
cotton,35.34666667,54,2886.0,6000.0,kharif,120,40,20,5.4,331.88,2.079002079
jowar,35.34666667,54,2010.0,1000.0,kharif,80,40,40,5.56,331.88,0.497512438
rice,35.34666667,54,788.0,3000.0,kharif,80,40,40,5.6,331.88,3.807106599
barley,21.704,54,1799.0,6000.0,rabi,70,40,45,5.66,41.3,3.335186215
barley,21.704,54,1035.0,2000.0,rabi,70,40,45,5.66,41.3,1.93236715
moong,35.34666667,54,2084.0,1000.0,kharif,20,40,20,5.54,331.88,0.479846449
sesamum,35.34666667,54,623.0,300.0,kharif,30,15,30,6.44,331.88,0.481540931
cotton,35.34666667,54,1443.0,2000.0,kharif,120,40,20,5.42,331.88,1.386001386
jowar,35.34666667,54,11456.0,3000.0,kharif,80,40,40,5.64,331.88,0.261871508
moong,35.34666667,54,248.0,100.0,kharif,20,40,20,5.52,331.88,0.403225806
rapeseed,21.704,54,5130.0,7000.0,rabi,50,40,20,5.0,41.3,1.364522417
maize,35.34666667,54,1506.0,5000.0,kharif,80,40,20,5.66,331.88,3.320053121
rapeseed,21.704,54,2718.0,4000.0,rabi,50,40,20,4.98,41.3,1.471670346
sunflower,21.704,54,528.0,900.0,rabi,50,60,30,5.52,41.3,1.704545455
horsegram,22.03333333,54,11.0,7.0,kharif,20,60,20,5.96,664.94,0.636363636
moong,22.03333333,54,7.0,4.0,kharif,20,40,20,5.4,664.94,0.571428571
rice,22.03333333,54,1484.0,3851.0,kharif,80,40,40,5.44,664.94,2.595013477
sesamum,22.03333333,54,154.0,87.0,kharif,30,15,30,6.66,664.94,0.564935065
soyabean,22.03333333,54,7.0,12.0,kharif,20,60,20,5.36,664.94,1.714285714
horsegram,22.03333333,54,362.0,125.0,kharif,20,60,20,6.08,664.94,0.345303867
moong,22.03333333,54,24.0,12.0,kharif,20,40,20,5.52,664.94,0.5
ragi,22.03333333,54,17.0,12.0,kharif,50,40,20,5.54,664.94,0.705882353
rice,22.03333333,54,2726.0,4031.0,kharif,80,40,40,5.38,664.94,1.478723404
sesamum,22.03333333,54,41.0,23.0,kharif,30,15,30,6.56,664.94,0.56097561
horsegram,22.03333333,54,24.0,7.0,kharif,20,60,20,6.18,664.94,0.291666667
ragi,22.03333333,54,7.0,7.0,kharif,50,40,20,5.38,664.94,1.0
rice,22.03333333,54,2056.0,3084.0,kharif,80,40,40,5.4,664.94,1.5
sesamum,22.03333333,54,5.0,3.0,kharif,30,15,30,6.48,664.94,0.6
cotton,22.03333333,54,5.0,1.0,kharif,120,40,20,5.66,664.94,0.2
horsegram,22.03333333,54,276.0,142.0,kharif,20,60,20,6.12,664.94,0.514492754
ragi,22.03333333,54,9.0,9.0,kharif,50,40,20,5.34,664.94,1.0
sesamum,22.03333333,54,2747.0,1319.0,kharif,30,15,30,6.58,664.94,0.480160175
soyabean,22.03333333,54,65.0,109.0,kharif,20,60,20,5.54,664.94,1.676923077
maize,22.03333333,54,291.0,677.0,kharif,80,40,20,5.36,664.94,2.326460481
ragi,22.03333333,54,109.0,115.0,kharif,50,40,20,5.58,664.94,1.055045872
rice,22.03333333,54,28.0,44.0,kharif,80,40,40,5.66,664.94,1.571428571
horsegram,22.03333333,54,186.0,79.0,kharif,20,60,20,6.18,664.94,0.424731183
moong,22.03333333,54,136.0,47.0,kharif,20,40,20,5.54,664.94,0.345588235
ragi,22.03333333,54,408.0,272.0,kharif,50,40,20,5.48,664.94,0.666666667
rice,22.03333333,54,1478.0,1928.0,kharif,80,40,40,5.58,664.94,1.304465494
soyabean,22.03333333,54,4.0,7.0,kharif,20,60,20,5.6,664.94,1.75
maize,22.03333333,54,46.0,107.0,kharif,80,40,20,5.5,664.94,2.326086957
horsegram,22.03333333,54,231.0,140.0,kharif,20,60,20,5.92,664.94,0.606060606
ragi,22.03333333,54,1063.0,981.0,kharif,50,40,20,5.56,664.94,0.922859831
sesamum,22.03333333,54,22.0,4.0,kharif,30,15,30,6.54,664.94,0.181818182
soyabean,22.03333333,54,464.0,781.0,kharif,20,60,20,5.4,664.94,1.683189655
horsegram,22.03333333,54,677.0,411.0,kharif,20,60,20,5.88,664.94,0.607090103
moong,22.03333333,54,265.0,130.0,kharif,20,40,20,5.66,664.94,0.490566038
ragi,22.03333333,54,1004.0,1524.0,kharif,50,40,20,5.66,664.94,1.517928287
rice,22.03333333,54,1651.0,1887.0,kharif,80,40,40,5.58,664.94,1.142943671
sesamum,22.03333333,54,30.0,6.0,kharif,30,15,30,6.42,664.94,0.2
soyabean,22.03333333,54,27.0,45.0,kharif,20,60,20,5.42,664.94,1.666666667
horsegram,22.03333333,54,347.0,285.0,kharif,20,60,20,6.18,664.94,0.821325648
ragi,22.03333333,54,333.0,238.0,kharif,50,40,20,5.52,664.94,0.714714715
sesamum,22.03333333,54,56.0,28.0,kharif,30,15,30,6.32,664.94,0.5
soyabean,22.03333333,54,50.0,84.0,kharif,20,60,20,5.38,664.94,1.68
cotton,22.03333333,54,47.0,20.0,kharif,120,40,20,5.48,664.94,0.425531915
horsegram,22.03333333,54,384.0,127.0,kharif,20,60,20,5.94,664.94,0.330729167
sesamum,22.03333333,54,304.0,92.0,kharif,30,15,30,6.52,664.94,0.302631579
soyabean,22.03333333,54,21.0,35.0,kharif,20,60,20,5.46,664.94,1.666666667
horsegram,22.03333333,54,53.0,14.0,kharif,20,60,20,6.0,664.94,0.264150943
rice,22.03333333,54,1976.0,4464.0,kharif,80,40,40,5.36,664.94,2.259109312
sesamum,22.03333333,54,443.0,146.0,kharif,30,15,30,6.6,664.94,0.329571106
maize,25.66666667,54,2982.76,2860.0,kharif,80,40,20,5.44,976.06,0.958843487
ragi,25.66666667,54,223.28,265.0,kharif,50,40,20,5.6,976.06,1.186850591
rice,25.66666667,54,547.09,470.67,kharif,80,40,40,5.4,976.06,0.860315487
rapeseed,18.58,54,68.33,34.0,rabi,50,40,20,4.88,122.42,0.497585248
wheat,18.58,54,773.25,655.0,rabi,60,30,30,6.4,122.42,0.847074038
rice,18.58,54,305.95,226.0,rabi,80,40,40,5.46,122.42,0.738682791
maize,25.66666667,54,5194.4,8046.0,kharif,80,40,20,5.42,976.06,1.54897582
ragi,25.66666667,54,240.39,213.0,kharif,50,40,20,5.62,976.06,0.886060152
rice,25.66666667,54,2738.22,2354.67,kharif,80,40,40,5.42,976.06,0.859927252
rapeseed,18.58,54,629.09,398.0,rabi,50,40,20,5.12,122.42,0.632659874
maize,25.66666667,54,2484.2,4159.0,kharif,80,40,20,5.4,976.06,1.674180823
ragi,25.66666667,54,55.98,44.0,kharif,50,40,20,5.56,976.06,0.785994998
rice,25.66666667,54,1621.25,1553.33,kharif,80,40,40,5.56,976.06,0.958106399
rapeseed,18.58,54,1111.52,196.0,rabi,50,40,20,4.92,122.42,0.176335109
wheat,18.58,54,6866.74,10458.0,rabi,60,30,30,6.11,122.42,1.522993444
maize,25.66666667,54,694.59,727.0,kharif,80,40,20,5.42,976.06,1.04666062
ragi,25.66666667,54,37.59,45.0,kharif,50,40,20,5.32,976.06,1.197126895
rice,25.66666667,54,2.78,2.67,kharif,80,40,40,5.58,976.06,0.960431655
ragi,25.66666667,54,102.85,81.0,kharif,50,40,20,5.54,976.06,0.787554691
rice,25.66666667,54,3012.14,3154.67,kharif,80,40,40,5.56,976.06,1.047318518
rapeseed,18.58,54,1376.42,590.0,rabi,50,40,20,5.0,122.42,0.428648232
maize,25.66666667,54,621.93,1414.0,kharif,80,40,20,5.34,976.06,2.273567765
ragi,25.66666667,54,5.85,5.0,kharif,50,40,20,5.6,976.06,0.854700855
rice,25.66666667,54,2449.49,1986.0,kharif,80,40,40,5.66,976.06,0.81078102
rapeseed,18.58,54,42.55,28.0,rabi,50,40,20,5.14,122.42,0.658049354
wheat,18.58,54,802.33,1054.0,rabi,60,30,30,6.5,122.42,1.313673925
ragi,25.66666667,54,566.14,437.0,kharif,50,40,20,5.56,976.06,0.771893878
rice,25.66666667,54,4851.82,3716.67,kharif,80,40,40,5.6,976.06,0.76603625
rapeseed,18.58,54,1335.29,923.0,rabi,50,40,20,4.86,122.42,0.691235612
maize,25.66666667,54,5922.05,5887.0,kharif,80,40,20,5.42,976.06,0.994081441
ragi,25.66666667,54,2073.88,2609.0,kharif,50,40,20,5.38,976.06,1.25802843
rice,25.66666667,54,2199.37,2192.0,kharif,80,40,40,5.62,976.06,0.99664904
rapeseed,18.58,54,62.88,36.0,rabi,50,40,20,5.14,122.42,0.572519084
maize,25.66666667,54,4233.22,6976.0,kharif,80,40,20,5.42,976.06,1.647918133
ragi,25.66666667,54,198.54,157.0,kharif,50,40,20,5.52,976.06,0.79077264
rice,25.66666667,54,6440.25,8702.67,kharif,80,40,40,5.62,976.06,1.351293816
rapeseed,18.58,54,1794.19,1085.0,rabi,50,40,20,4.88,122.42,0.604729711
maize,25.66666667,54,1942.59,3231.0,kharif,80,40,20,5.44,976.06,1.663243402
ragi,25.66666667,54,8005.81,6437.0,kharif,50,40,20,5.56,976.06,0.804041065
potato,18.58,54,1035.95,4248.0,rabi,180,60,90,5.18,122.42,4.100584005
rapeseed,18.58,54,175.83,224.0,rabi,50,40,20,4.94,122.42,1.2739578
wheat,18.58,54,3916.78,5327.0,rabi,60,30,30,6.7,122.42,1.360045752
potato,18.58,54,2047.39,7809.0,rabi,180,60,90,5.16,122.42,3.814124324
maize,25.66666667,54,5823.36,8287.0,kharif,80,40,20,5.48,976.06,1.4230616
ragi,25.66666667,54,993.85,1051.0,kharif,50,40,20,5.56,976.06,1.057503647
rice,25.66666667,54,3462.76,2677.33,kharif,80,40,40,5.5,976.06,0.773178043
rapeseed,18.58,54,444.84,278.0,rabi,50,40,20,5.0,122.42,0.6249438
maize,25.66666667,54,2371.91,3640.0,kharif,80,40,20,5.48,976.06,1.534628211
ragi,25.66666667,54,107.37,85.0,kharif,50,40,20,5.52,976.06,0.791655025
rice,25.66666667,54,806.4,896.0,kharif,80,40,40,5.5,976.06,1.111111111
rapeseed,18.58,54,343.81,195.0,rabi,50,40,20,5.04,122.42,0.56717373
maize,25.66666667,54,857.67,1287.0,kharif,80,40,20,5.68,976.06,1.500577145
ragi,25.66666667,54,838.8,285.0,kharif,50,40,20,5.56,976.06,0.339771102
rice,25.66666667,54,620.35,533.33,kharif,80,40,40,5.38,976.06,0.859724349
rapeseed,18.58,54,317.32,135.0,rabi,50,40,20,5.14,122.42,0.425438044
wheat,18.58,54,3462.0,5356.0,rabi,60,30,30,6.5,122.42,1.547082611
maize,25.66666667,54,6369.21,8274.0,kharif,80,40,20,5.52,976.06,1.299062207
ragi,25.66666667,54,609.16,470.0,kharif,50,40,20,5.62,976.06,0.771554271
rice,25.66666667,54,5309.27,3479.33,kharif,80,40,40,5.64,976.06,0.655331147
rapeseed,18.58,54,1529.74,1086.0,rabi,50,40,20,5.06,122.42,0.709924562
wheat,18.58,54,4797.93,4023.0,rabi,60,30,30,6.1,122.42,0.838486597
maize,25.66666667,54,1838.99,2014.0,kharif,80,40,20,5.68,976.06,1.095166368
ragi,25.66666667,54,2082.15,1691.0,kharif,50,40,20,5.32,976.06,0.812141296
onion,18.58,54,395.42,1274.0,rabi,120,60,65,5.82,122.42,3.221890648
potato,18.58,54,650.28,2690.0,rabi,180,60,90,5.12,122.42,4.136679584
rapeseed,18.58,54,2994.75,2498.0,rabi,50,40,20,5.02,122.42,0.834126388
potato,18.58,54,595.56,2483.0,rabi,180,60,90,5.14,122.42,4.169185305
maize,25.66666667,54,2350.61,2348.0,kharif,80,40,20,5.34,976.06,0.99888965
ragi,25.66666667,54,8.67,7.0,kharif,50,40,20,5.64,976.06,0.807381776
rice,25.66666667,54,2571.13,1762.0,kharif,80,40,40,5.4,976.06,0.685301793
rapeseed,18.58,54,1355.88,983.0,rabi,50,40,20,4.92,122.42,0.724990412
wheat,18.58,54,3357.12,4603.0,rabi,60,30,30,6.6,122.42,1.371115718
ragi,25.66666667,54,503.23,388.0,kharif,50,40,20,5.6,976.06,0.771019216
rice,25.66666667,54,5605.83,3968.67,kharif,80,40,40,5.4,976.06,0.707954041
rapeseed,18.58,54,1922.06,1357.0,rabi,50,40,20,5.12,122.42,0.70601334
maize,25.66666667,54,3689.43,5553.0,kharif,80,40,20,5.32,976.06,1.505110546
ragi,25.66666667,54,9338.61,8199.0,kharif,50,40,20,5.42,976.06,0.87796792
rapeseed,18.58,54,433.15,284.0,rabi,50,40,20,4.94,122.42,0.655662011
maize,25.66666667,54,1701.03,1465.0,kharif,80,40,20,5.54,976.06,0.861242894
ragi,25.66666667,54,2.57,2.0,kharif,50,40,20,5.42,976.06,0.778210117
rice,25.66666667,54,1081.56,1202.0,kharif,80,40,40,5.54,976.06,1.111357669
rapeseed,18.58,54,1620.83,1347.0,rabi,50,40,20,4.94,122.42,0.831055694
wheat,18.58,54,5431.01,5616.0,rabi,60,30,30,6.1,122.42,1.034061804
maize,25.66666667,54,842.88,1423.0,kharif,80,40,20,5.36,976.06,1.688259301
ragi,25.66666667,54,842.88,667.0,kharif,50,40,20,5.54,976.06,0.791334472
rice,25.66666667,54,1091.45,632.0,kharif,80,40,40,5.46,976.06,0.579046223
rapeseed,18.58,54,43.4,29.0,rabi,50,40,20,5.12,122.42,0.668202765
maize,25.66666667,54,416.57,767.0,kharif,80,40,20,5.38,976.06,1.841227165
ragi,25.66666667,54,5335.5,1558.0,kharif,50,40,20,5.48,976.06,0.292006372
rapeseed,18.58,54,85.77,72.0,rabi,50,40,20,5.08,122.42,0.839454355
wheat,18.58,54,1418.31,2370.0,rabi,60,30,30,6.11,122.42,1.671002813
maize,25.66666667,54,1429.78,1055.0,kharif,80,40,20,5.54,976.06,0.737875757
ragi,25.66666667,54,656.79,520.0,kharif,50,40,20,5.5,976.06,0.791729472
rice,25.66666667,54,6695.48,3312.0,kharif,80,40,40,5.56,976.06,0.494662071
rapeseed,18.58,54,13.85,9.0,rabi,50,40,20,5.06,122.42,0.649819495
wheat,18.58,54,206.31,236.0,rabi,60,30,30,6.6,122.42,1.143909651
horsegram,22.6,54,1229.0,207.0,kharif,20,60,20,6.02,1246.715,0.168429618
jowar,22.6,54,9087.0,8155.0,kharif,80,40,40,5.62,1246.715,0.897435897
rapeseed,22.6,54,53.0,8.0,kharif,50,40,20,4.96,1246.715,0.150943396
rice,22.6,54,117.0,339.0,kharif,80,40,40,5.34,1246.715,2.897435897
sesamum,22.6,54,1413.0,283.0,kharif,30,15,30,6.42,1246.715,0.200283086
soyabean,22.6,54,3367.0,3215.0,kharif,20,60,20,5.52,1246.715,0.954855955
horsegram,21.3,54,2017.0,234.0,rabi,20,60,20,5.96,199.2125,0.116013882
maize,25.83333333,54,2128.0,6625.0,summer,80,40,20,5.6,157.31,3.11325188
sunflower,25.83333333,54,3919.0,3902.0,summer,50,60,30,5.46,157.31,0.995662159
coriander,22.89090909,54,39.0,4.0,whole year,10,20,20,6.32,1603.2375,0.102564103
cotton,22.89090909,54,2974.0,4695.0,whole year,120,40,20,5.38,1603.2375,1.57868191
garlic,22.89090909,54,55.0,46.0,whole year,50,10,60,5.52,1603.2375,0.836363636
horsegram,22.6,54,4588.0,1539.0,kharif,20,60,20,6.1,1246.715,0.335440279
moong,22.6,54,66.0,8.0,kharif,20,40,20,5.38,1246.715,0.121212121
rapeseed,22.6,54,1129.0,367.0,kharif,50,40,20,5.1,1246.715,0.32506643
sesamum,22.6,54,1250.0,632.0,kharif,30,15,30,6.64,1246.715,0.5056
sunflower,22.6,54,104.0,60.0,kharif,50,60,30,5.52,1246.715,0.576923077
horsegram,21.3,54,4779.0,2347.0,rabi,20,60,20,5.98,199.2125,0.491106926
maize,21.3,54,160.0,504.0,rabi,80,40,20,5.5,199.2125,3.15
ragi,21.3,54,257.0,513.0,rabi,50,40,20,5.56,199.2125,1.996108949
rice,21.3,54,13.0,30.0,rabi,80,40,40,5.66,199.2125,2.307692308
sunflower,21.3,54,10.0,8.0,rabi,50,60,30,5.4,199.2125,0.8
maize,25.83333333,54,103.0,330.0,summer,80,40,20,5.68,157.31,3.203883495
ragi,25.83333333,54,255.0,542.0,summer,50,40,20,5.46,157.31,2.125490196
rice,25.83333333,54,706.0,545.0,summer,80,40,40,5.52,157.31,0.771954674
sunflower,25.83333333,54,75.0,59.0,summer,50,60,30,5.34,157.31,0.786666667
coriander,22.89090909,54,69.0,11.0,whole year,10,20,20,6.54,1603.2375,0.15942029
horsegram,22.6,54,7270.0,4247.0,kharif,20,60,20,5.86,1246.715,0.584181568
ragi,22.6,54,14499.0,941.0,kharif,50,40,20,5.48,1246.715,0.064901028
rapeseed,22.6,54,377.0,52.0,kharif,50,40,20,4.96,1246.715,0.137931034
sesamum,22.6,54,781.0,332.0,kharif,30,15,30,6.34,1246.715,0.425096031
horsegram,21.3,54,1265.0,340.0,rabi,20,60,20,6.14,199.2125,0.268774704
moong,21.3,54,175.0,53.0,rabi,20,40,20,5.48,199.2125,0.302857143
jowar,25.83333333,54,261.0,315.0,summer,80,40,40,5.58,157.31,1.206896552
rice,25.83333333,54,140.0,403.0,summer,80,40,40,5.64,157.31,2.878571429
sunflower,25.83333333,54,1086.0,459.0,summer,50,60,30,5.66,157.31,0.422651934
coriander,22.89090909,54,365.0,43.0,whole year,10,20,20,6.46,1603.2375,0.117808219
garlic,22.89090909,54,465.0,556.0,whole year,50,10,60,5.42,1603.2375,1.195698925
horsegram,22.6,54,4818.0,2632.0,kharif,20,60,20,5.96,1246.715,0.546284765
moong,22.6,54,2698.0,420.0,kharif,20,40,20,5.54,1246.715,0.155670867
ragi,22.6,54,3688.0,1657.0,kharif,50,40,20,5.62,1246.715,0.449295011
rapeseed,22.6,54,75.0,6.0,kharif,50,40,20,5.18,1246.715,0.08
sesamum,22.6,54,6199.0,1537.0,kharif,30,15,30,6.5,1246.715,0.247943217
horsegram,21.3,54,1273.0,483.0,rabi,20,60,20,6.08,199.2125,0.379418696
maize,21.3,54,871.0,2274.0,rabi,80,40,20,5.48,199.2125,2.610792193
moong,21.3,54,60.0,18.0,rabi,20,40,20,5.32,199.2125,0.3
wheat,21.3,54,889.0,798.0,rabi,60,30,30,6.11,199.2125,0.897637795
jowar,25.83333333,54,947.0,2114.0,summer,80,40,40,5.48,157.31,2.232312566
maize,25.83333333,54,1155.0,3701.0,summer,80,40,20,5.64,157.31,3.204329004
ragi,25.83333333,54,84.0,179.0,summer,50,40,20,5.64,157.31,2.130952381
sunflower,25.83333333,54,8395.0,7353.0,summer,50,60,30,5.36,157.31,0.875878499
coriander,22.89090909,54,2602.0,525.0,whole year,10,20,20,6.54,1603.2375,0.201767871
horsegram,22.6,54,114.0,41.0,kharif,20,60,20,6.08,1246.715,0.359649123
maize,22.6,54,665.0,2295.0,kharif,80,40,20,5.62,1246.715,3.45112782
moong,22.6,54,25.0,3.0,kharif,20,40,20,5.4,1246.715,0.12
rapeseed,22.6,54,419.0,136.0,kharif,50,40,20,5.02,1246.715,0.324582339
rice,22.6,54,1315.0,3537.0,kharif,80,40,40,5.62,1246.715,2.68973384
sesamum,22.6,54,56.0,33.0,kharif,30,15,30,6.32,1246.715,0.589285714
sunflower,22.6,54,12.0,7.0,kharif,50,60,30,5.68,1246.715,0.583333333
horsegram,21.3,54,607.0,191.0,rabi,20,60,20,5.88,199.2125,0.314662273
maize,21.3,54,24.0,76.0,rabi,80,40,20,5.68,199.2125,3.166666667
ragi,21.3,54,150.0,299.0,rabi,50,40,20,5.62,199.2125,1.993333333
maize,25.83333333,54,169.0,542.0,summer,80,40,20,5.6,157.31,3.207100592
ragi,25.83333333,54,246.0,523.0,summer,50,40,20,5.6,157.31,2.12601626
rice,25.83333333,54,557.0,1744.0,summer,80,40,40,5.48,157.31,3.131059246
garlic,22.89090909,54,14.0,11.0,whole year,50,10,60,5.66,1603.2375,0.785714286
horsegram,22.6,54,85.0,31.0,kharif,20,60,20,5.82,1246.715,0.364705882
maize,22.6,54,249.0,407.0,kharif,80,40,20,5.64,1246.715,1.634538153
rapeseed,22.6,54,22.0,2.0,kharif,50,40,20,5.16,1246.715,0.090909091
